district,date,cases,disease,rainfall_mm,temperature_c
Balaka,2024-09-02,1412,Malaria,183.92551893568455,19.767814282426308
Balaka,2024-09-09,494,Malaria,169.5394318919286,33.901944158356926
Balaka,2024-09-16,545,Malaria,130.19786594457526,21.7796763086059
Balaka,2024-09-23,1332,Malaria,35.18389275210884,17.524112257110072
Balaka,2024-09-30,700,Malaria,92.39791637290729,25.827833130382935
Balaka,2024-10-07,1352,Malaria,18.224242537276393,16.72438244923202
Balaka,2024-10-14,1483,Malaria,83.77509257593202,19.426642527380352
Balaka,2024-10-21,288,Malaria,153.4060338159628,20.978029682653354
Balaka,2024-10-28,243,Malaria,87.46949508276361,26.30799276993514
Balaka,2024-11-04,229,Malaria,186.4119020459804,24.492734745392763
Balaka,2024-11-11,560,Malaria,31.01348837001483,15.408006264192235
Balaka,2024-11-18,470,Malaria,102.98825490101603,15.526937342877847
Balaka,2024-11-25,778,Malaria,213.3535421727381,26.630757086135745
Balaka,2024-12-02,833,Malaria,95.75440155011772,31.84144957029986
Balaka,2024-12-09,380,Malaria,101.25469589630237,22.620942310310795
Balaka,2024-12-16,1020,Malaria,83.80244157983036,19.468265574918902
Balaka,2024-12-23,787,Malaria,2.025238702389048,18.836986298687414
Balaka,2024-12-30,153,Malaria,9.984698136628973,28.317636147121092
Balaka,2025-01-06,626,Malaria,102.8067096785334,19.94212857029921
Balaka,2025-01-13,554,Malaria,218.44144307208495,28.3871383874247
Balaka,2025-01-20,1000,Malaria,236.25907484502233,25.607627449046404
Balaka,2025-01-27,383,Malaria,46.77782296066574,23.534476536283044
Balaka,2025-02-03,1159,Malaria,199.68542168032138,21.48744016785686
Balaka,2025-02-10,392,Malaria,249.63493841617083,15.652425337963198
Balaka,2025-02-17,795,Malaria,244.49033128432868,29.764042486581964
Balaka,2025-02-24,945,Malaria,28.29610127910931,21.038017077517384
Balaka,2025-03-03,1185,Malaria,15.385309461355662,30.928131657791763
Balaka,2025-03-10,467,Malaria,203.3215738913912,31.94777635692639
Balaka,2025-03-17,632,Malaria,19.795977647437624,24.984118715545414
Balaka,2025-03-24,321,Malaria,153.39748851839897,21.24670461983564
Balaka,2025-03-31,1129,Malaria,89.69802868789465,33.79674257806071
Balaka,2025-04-07,1008,Malaria,48.651583592421474,16.546586376785783
Balaka,2025-04-14,731,Malaria,138.61465406155577,29.952406669910854
Balaka,2025-04-21,445,Malaria,62.97941910061028,25.566944881928805
Balaka,2025-04-28,275,Malaria,161.20827885416153,33.31922577092175
Balaka,2025-05-05,1469,Malaria,50.48857569353252,19.007830250163902
Balaka,2025-05-12,1299,Malaria,74.14228185522589,20.856291804350057
Balaka,2025-05-19,987,Malaria,1.6648066482461144,22.715919999723006
Balaka,2025-05-26,911,Malaria,163.84854181584862,25.129124462511392
Balaka,2025-06-02,1379,Malaria,90.7929912672486,24.97403232510497
Balaka,2025-06-09,1069,Malaria,30.09772842428132,22.2336994877936
Balaka,2025-06-16,264,Malaria,117.21005335215001,24.077400921083452
Balaka,2025-06-23,1282,Malaria,127.16486605988608,24.124015649219842
Balaka,2025-06-30,1343,Malaria,101.29514094950929,20.65375417568741
Balaka,2025-07-07,1200,Malaria,194.698720263125,33.715403997981284
Balaka,2025-07-14,1471,Malaria,29.11867624714007,25.67067359126832
Balaka,2025-07-21,1238,Malaria,13.106071495505772,25.653635134596975
Balaka,2025-07-28,746,Malaria,67.25483807975915,32.14863760175676
Balaka,2025-08-04,943,Malaria,235.8251818409424,30.56046000429979
Balaka,2025-08-11,756,Malaria,174.02248432472354,17.835167489095312
Balaka,2025-08-18,467,Malaria,32.33645208793115,33.24732984723731
Balaka,2025-08-25,118,Malaria,249.97167816512703,25.8185054206836
Balaka,2025-09-01,1458,Malaria,24.757836598578496,26.313598406929195
Balaka,2025-09-08,350,Malaria,198.44897207846918,31.08290968539129
Balaka,2025-09-15,350,Malaria,3.925647697455681,28.58182421461672
Balaka,2025-09-22,707,Malaria,184.0250859390786,26.506681531376028
Balaka,2025-09-29,753,Malaria,42.20066154620999,24.397575707622572
Balaka,2025-10-06,1318,Malaria,213.10387945339806,30.212389339410482
Balaka,2025-10-13,433,Malaria,63.933855731597795,31.121085666836063
Balaka,2024-01-01,104,Cholera,15.71480311772097,27.8882146853693
Balaka,2024-01-08,547,Cholera,94.21353759456602,21.818392209279285
Balaka,2024-01-15,242,Cholera,185.49099650923586,17.400910425759704
Balaka,2024-01-22,478,Cholera,112.65340645699153,16.969144146573715
Balaka,2024-01-29,304,Cholera,213.25029985274284,16.743247563338326
Balaka,2024-02-05,674,Cholera,177.7821964342968,20.758102171016013
Balaka,2024-02-12,622,Cholera,64.71828484973099,31.835674651546736
Balaka,2024-02-19,118,Cholera,155.12684943719566,29.758540132595684
Balaka,2024-02-26,235,Cholera,190.77158593483182,22.532539038479
Balaka,2024-03-04,506,Cholera,74.69570467646935,25.197655745679665
Balaka,2024-03-11,401,Cholera,118.87528015952469,27.884905290376235
Balaka,2024-03-18,519,Cholera,137.34546340429208,33.79918367408095
Balaka,2024-03-25,166,Cholera,95.1880142332153,28.418645526083736
Balaka,2024-04-01,362,Cholera,153.4389228541368,26.110452944206024
Balaka,2024-04-08,643,Cholera,113.44392440578063,29.139480409801227
Balaka,2024-04-15,517,Cholera,219.22722388373577,19.676501284138144
Balaka,2024-04-22,203,Cholera,111.627196205206,23.25139539296049
Balaka,2024-04-29,373,Cholera,231.25638605647745,32.906350434316145
Balaka,2024-05-06,336,Cholera,231.84616084050847,18.36962929255732
Balaka,2024-05-13,274,Cholera,210.2371956776541,25.005635691141812
Balaka,2024-05-20,279,Cholera,94.73283233844492,34.6802582462602
Balaka,2024-05-27,66,Cholera,96.0606512308931,19.143183888636877
Balaka,2024-06-03,442,Cholera,82.01577167635712,32.44512029102894
Balaka,2024-06-10,645,Cholera,46.62865563109325,19.59607683131809
Balaka,2024-06-17,228,Cholera,202.46116638342065,19.61362996707807
Balaka,2024-06-24,363,Cholera,62.58685873102371,27.466074488101906
Balaka,2024-07-01,310,Cholera,109.06418762577488,19.009535523993144
Balaka,2024-07-08,113,Cholera,55.24110159018025,31.503634882039098
Balaka,2024-07-15,494,Cholera,115.52829256580921,34.62125290795305
Balaka,2024-07-22,195,Cholera,220.2575021828823,27.429988302872072
Balaka,2024-07-29,131,Cholera,155.523068458572,15.056735461768284
Balaka,2024-08-05,67,Cholera,243.086836233221,16.048576381741043
Balaka,2024-08-12,312,Cholera,25.289197094720134,33.96054339589606
Balaka,2024-08-19,77,Cholera,223.42080212122437,29.046165265959072
Balaka,2024-08-26,241,Cholera,216.9750796065474,20.40206494401653
Balaka,2024-09-02,173,Cholera,213.68320656849312,20.37582601464802
Balaka,2024-09-09,692,Cholera,173.1636915304495,21.310073902144783
Balaka,2024-09-16,350,Cholera,153.112821265086,22.38709697914161
Balaka,2024-09-23,634,Cholera,245.8763584011246,27.881222241676525
Balaka,2024-09-30,624,Cholera,162.44613930242284,18.37972592404942
Balaka,2024-10-07,422,Cholera,95.34716646470254,26.671794913660598
Balaka,2024-10-14,346,Cholera,162.19865421445448,22.23901639479188
Balaka,2024-10-21,554,Cholera,244.7065119926157,15.82727628015622
Balaka,2024-10-28,513,Cholera,86.14609777685803,19.506566403018297
Balaka,2024-11-04,103,Cholera,214.91742934960294,20.892264330789533
Balaka,2024-11-11,310,Cholera,52.797539355163735,16.036798061934107
Balaka,2024-11-18,252,Cholera,190.75354779879535,15.671308696730794
Balaka,2024-11-25,135,Cholera,27.4950436760375,24.514585616464288
Balaka,2024-12-02,226,Cholera,239.4898844624638,17.668285314799725
Balaka,2024-12-09,293,Cholera,231.7242200145625,18.955043226577594
Balaka,2024-12-16,590,Cholera,63.6060489379861,21.974098895814237
Balaka,2024-12-23,516,Cholera,156.5180379064933,17.41025180286756
Balaka,2024-12-30,468,Cholera,215.7871372479271,29.0660773971621
Balaka,2025-01-06,79,Cholera,109.84078050912555,20.864773421369136
Balaka,2025-01-13,310,Cholera,71.08039686926345,34.869030500417686
Balaka,2025-01-20,442,Cholera,106.61719600484884,17.301216871098294
Balaka,2025-01-27,595,Cholera,153.1340605806792,21.14013065526254
Balaka,2025-02-03,586,Cholera,242.28358572075274,30.59725863195468
Balaka,2025-02-10,449,Cholera,135.1058415525029,17.951907634159948
Balaka,2025-02-17,79,Cholera,247.92038690329375,24.607607489165204
Balaka,2025-02-24,571,Cholera,134.33795243702608,18.05335459193542
Balaka,2025-03-03,142,Cholera,240.73602687267388,30.02047972448026
Balaka,2025-03-10,399,Cholera,11.554734644948883,27.374376624045134
Balaka,2025-03-17,221,Cholera,149.18291902988184,34.23713254670238
Balaka,2025-03-24,300,Cholera,219.6696462256348,15.63415534229685
Balaka,2025-03-31,548,Cholera,12.90090039290359,17.63585687285829
Balaka,2025-04-07,276,Cholera,119.42963883669516,22.39933958583199
Balaka,2025-04-14,417,Cholera,130.08260031065774,18.142215587942765
Balaka,2025-04-21,241,Cholera,216.81942637593002,26.88046603467695
Balaka,2025-04-28,218,Cholera,73.13047840805137,23.367109351914348
Balaka,2025-05-05,521,Cholera,113.64924842256569,17.79154069517527
Balaka,2025-05-12,643,Cholera,241.56232649875156,33.749955330067564
Balaka,2025-05-19,453,Cholera,90.78678928447154,17.485607400411926
Balaka,2025-05-26,516,Cholera,51.25812803980459,15.944341150113635
Balaka,2025-06-02,570,Cholera,41.29552654561874,33.329990090693066
Balaka,2025-06-09,221,Cholera,164.46712173374695,25.752488942568874
Balaka,2025-06-16,365,Cholera,239.3348748855001,17.187246343331214
Balaka,2025-06-23,566,Cholera,40.72279986036392,21.31530581641452
Balaka,2025-06-30,413,Cholera,132.18686321086975,32.265632443210464
Balaka,2025-07-07,173,Cholera,51.76583726177045,22.18605851281152
Balaka,2025-07-14,478,Cholera,247.93738451023185,24.736661991085974
Balaka,2025-07-21,90,Cholera,87.94873466440627,33.616379630383236
Balaka,2025-07-28,601,Cholera,133.48907672806297,33.65282716740832
Balaka,2025-08-04,273,Cholera,139.10661382322368,24.276968527841504
Balaka,2025-08-11,155,Cholera,186.8431088453083,27.25050364852281
Balaka,2025-08-18,414,Cholera,167.71733555835542,28.557930758918083
Balaka,2025-08-25,260,Cholera,104.8739270692353,34.33681483500233
Balaka,2025-09-01,352,Cholera,55.21687131479139,15.367708619979867
Balaka,2025-09-08,684,Cholera,136.78803629002957,34.89899243947842
Balaka,2025-09-15,157,Cholera,66.71584055895465,21.2913073390667
Balaka,2025-09-22,438,Cholera,51.11967744515683,21.564101134521923
Balaka,2025-09-29,332,Cholera,190.2579973975188,21.257981821103648
Balaka,2025-10-06,619,Cholera,78.22793108396672,15.781364764913231
Balaka,2025-10-13,478,Cholera,130.24229630204294,33.11166854426442
Balaka,2024-01-01,41,Monkeypox,98.7146785099465,20.69478749196604
Balaka,2024-01-08,132,Monkeypox,239.52531634446797,22.327569670572075
Balaka,2024-01-15,163,Monkeypox,84.85824236299372,20.546828714890303
Balaka,2024-01-22,109,Monkeypox,16.25180996309583,20.0909827846102
Balaka,2024-01-29,133,Monkeypox,58.47431189557295,18.097082183233322
Balaka,2024-02-05,125,Monkeypox,177.08160602295436,33.3834328981613
Balaka,2024-02-12,65,Monkeypox,102.79251121775363,27.359591000172205
Balaka,2024-02-19,103,Monkeypox,101.57903163712842,25.17309553356425
Balaka,2024-02-26,177,Monkeypox,59.332141626516346,19.715358543585424
Balaka,2024-03-04,168,Monkeypox,141.43190078130755,16.494553015845508
Balaka,2024-03-11,89,Monkeypox,76.32080376056749,20.171939738342132
Balaka,2024-03-18,83,Monkeypox,78.36563030187216,32.4426846989941
Balaka,2024-03-25,88,Monkeypox,90.78365046641667,18.597743472627325
Balaka,2024-04-01,52,Monkeypox,28.148649918819963,20.442259951074167
Balaka,2024-04-08,28,Monkeypox,165.2602849370257,21.960755638356737
Balaka,2024-04-15,46,Monkeypox,11.080327879979091,16.128021350101346
Balaka,2024-04-22,187,Monkeypox,109.61538959812387,28.601568344035506
Balaka,2024-04-29,136,Monkeypox,219.01326145881464,16.497136749461475
Balaka,2024-05-06,111,Monkeypox,121.28729536815158,32.46701798028748
Balaka,2024-05-13,58,Monkeypox,38.37870554712189,31.822384273713837
Balaka,2024-05-20,189,Monkeypox,233.69785212009174,31.824468645758508
Balaka,2024-05-27,38,Monkeypox,187.99828795013386,18.979385534353973
Balaka,2024-06-03,87,Monkeypox,114.85204649878536,25.813528601281718
Balaka,2024-06-10,97,Monkeypox,173.75390455806647,22.01785259025334
Balaka,2024-06-17,153,Monkeypox,24.144908499093425,17.617537891593212
Balaka,2024-06-24,66,Monkeypox,26.00419895775083,32.380550705114516
Balaka,2024-07-01,137,Monkeypox,116.46457684991205,24.07963159893214
Balaka,2024-07-08,103,Monkeypox,9.86936585549622,20.843012594121184
Balaka,2024-07-15,77,Monkeypox,20.319575229860583,17.82502761513075
Balaka,2024-07-22,37,Monkeypox,71.41600160908041,34.37635070164407
Balaka,2024-07-29,130,Monkeypox,221.7825176865416,28.286596344033068
Balaka,2024-08-05,174,Monkeypox,97.7723398850365,25.68190514006635
Balaka,2024-08-12,99,Monkeypox,180.42746546474888,29.223361387155485
Balaka,2024-08-19,26,Monkeypox,41.56393755606011,25.85113858247503
Balaka,2024-08-26,68,Monkeypox,158.95132440388775,28.92228811640145
Balaka,2024-09-02,112,Monkeypox,46.07313312317235,33.683369315272905
Balaka,2024-09-09,41,Monkeypox,13.018948760165488,25.253510345202503
Balaka,2024-09-16,12,Monkeypox,10.402291232160632,26.952238181623542
Balaka,2024-09-23,11,Monkeypox,10.279049036254651,30.66269661543693
Balaka,2024-09-30,110,Monkeypox,81.44341135367081,21.98163413543618
Balaka,2024-10-07,132,Monkeypox,81.77684332349153,26.805424161905876
Balaka,2024-10-14,19,Monkeypox,154.5392234141493,34.61445308194116
Balaka,2024-10-21,113,Monkeypox,153.34938750303465,22.824117238525705
Balaka,2024-10-28,112,Monkeypox,134.8145700034604,34.50378704490004
Balaka,2024-11-04,54,Monkeypox,110.79420624015674,32.4306520131622
Balaka,2024-11-11,98,Monkeypox,1.201617816396744,33.978177162766414
Balaka,2024-11-18,149,Monkeypox,172.0905906261692,30.06655938867464
Balaka,2024-11-25,167,Monkeypox,40.720543275086705,28.111718907287113
Balaka,2024-12-02,142,Monkeypox,148.60339738897403,32.18948002445519
Balaka,2024-12-09,70,Monkeypox,79.0759338576991,33.39057293214331
Balaka,2024-12-16,155,Monkeypox,49.9524865595781,16.878078742025824
Balaka,2024-12-23,29,Monkeypox,222.90790867037134,34.6609191039566
Balaka,2024-12-30,112,Monkeypox,100.19725760640019,26.278136243243075
Balaka,2025-01-06,45,Monkeypox,199.92732699078647,16.455924989778133
Balaka,2025-01-13,121,Monkeypox,74.01229909639889,34.16769821695526
Balaka,2025-01-20,176,Monkeypox,19.660319185648312,20.305242045553243
Balaka,2025-01-27,72,Monkeypox,199.66249998119454,22.019396824365593
Balaka,2025-02-03,36,Monkeypox,97.4545614078476,19.837283644514677
Balaka,2025-02-10,148,Monkeypox,80.42707764467394,26.4688271516795
Balaka,2025-02-17,179,Monkeypox,205.06326186662244,20.109401879702517
Balaka,2025-02-24,58,Monkeypox,70.80443098186662,29.272594770507443
Balaka,2025-03-03,36,Monkeypox,59.4358850881907,23.307350778857714
Balaka,2025-03-10,75,Monkeypox,134.7512757358735,22.14443754413704
Balaka,2025-03-17,155,Monkeypox,183.4173828991567,29.209536848312467
Balaka,2025-03-24,131,Monkeypox,6.9682103838470955,33.590197956827176
Balaka,2025-03-31,178,Monkeypox,165.9988643840477,29.44900129036692
Balaka,2025-04-07,120,Monkeypox,48.59098651867691,30.720915970646058
Balaka,2025-04-14,85,Monkeypox,122.97212348111672,30.55383054511612
Balaka,2025-04-21,105,Monkeypox,179.68370702958086,32.98172728520862
Balaka,2025-04-28,183,Monkeypox,72.59205960501589,15.229966143853295
Balaka,2025-05-05,59,Monkeypox,95.52942787065302,31.08385267975408
Balaka,2025-05-12,117,Monkeypox,133.7415890415934,15.43179130803654
Balaka,2025-05-19,12,Monkeypox,179.3267626433987,32.633850321047596
Balaka,2025-05-26,116,Monkeypox,235.79664944714509,26.749703986553477
Balaka,2025-06-02,193,Monkeypox,118.80008009553467,16.508741516695903
Balaka,2025-06-09,11,Monkeypox,119.5858302431721,20.866985500184775
Balaka,2025-06-16,99,Monkeypox,144.5500002053254,22.899534832562356
Balaka,2025-06-23,14,Monkeypox,6.069356467594295,26.71568859476956
Balaka,2025-06-30,55,Monkeypox,0.33826742681986044,18.912559461044193
Balaka,2025-07-07,180,Monkeypox,169.96277122246775,27.181893984821535
Balaka,2025-07-14,49,Monkeypox,37.02875115318968,31.433240102738505
Balaka,2025-07-21,77,Monkeypox,49.01034056593498,28.75786073904242
Balaka,2025-07-28,135,Monkeypox,21.713582560739216,25.23804925987269
Balaka,2025-08-04,89,Monkeypox,158.15875711176537,17.620398192974665
Balaka,2025-08-11,18,Monkeypox,126.46351534033631,34.233630925661814
Balaka,2025-08-18,127,Monkeypox,166.23976075656776,17.81901897193412
Balaka,2025-08-25,124,Monkeypox,104.73028269104026,24.95395941818167
Balaka,2025-09-01,145,Monkeypox,82.84143924363607,19.16354944915811
Balaka,2025-09-08,189,Monkeypox,150.61179222583,25.47947531938075
Balaka,2025-09-15,28,Monkeypox,185.52386244809907,33.520214216235
Balaka,2025-09-22,169,Monkeypox,249.66381857805348,25.18434824292661
Balaka,2025-09-29,105,Monkeypox,113.19538052473955,27.903576660570064
Balaka,2025-10-06,117,Monkeypox,89.04322949206134,28.65752202449551
Balaka,2025-10-13,111,Monkeypox,217.9115014307337,20.750916671276833
Blantyre,2024-01-01,884,Malaria,182.86130501091702,24.291125128858162
Blantyre,2024-01-08,1275,Malaria,54.0168833946556,29.673407898012826
Blantyre,2024-01-15,149,Malaria,26.38523161478487,23.335855057126906
Blantyre,2024-01-22,1245,Malaria,65.02765900832847,34.04068032151106
Blantyre,2024-01-29,762,Malaria,9.915864989175487,29.07604839421009
Blantyre,2024-02-05,1354,Malaria,114.37195503925187,15.771963290711327
Blantyre,2024-02-12,1345,Malaria,127.7828355121327,19.02565907674976
Blantyre,2024-02-19,714,Malaria,244.74314934323974,33.425446873325996
Blantyre,2024-02-26,1004,Malaria,200.81751030409603,30.748441356637404
Blantyre,2024-03-04,783,Malaria,95.74199746749154,25.658366062661514
Blantyre,2024-03-11,1016,Malaria,52.03388921543761,18.926706732701955
Blantyre,2024-03-18,1419,Malaria,231.16218998099106,27.85791195283621
Blantyre,2024-03-25,1254,Malaria,235.10570097985283,16.79253345138559
Blantyre,2024-04-01,999,Malaria,236.771720369455,33.39869433300126
Blantyre,2024-04-08,271,Malaria,33.535316588344685,23.198143635573167
Blantyre,2024-04-15,918,Malaria,237.30770933835072,22.695233577872166
Blantyre,2024-04-22,1206,Malaria,31.54805499214633,24.92578354834354
Blantyre,2024-04-29,631,Malaria,210.28938490398224,28.31961670606087
Blantyre,2024-05-06,622,Malaria,42.29230534594935,15.51553902988374
Blantyre,2024-05-13,134,Malaria,61.767853880237254,33.72533559892106
Blantyre,2024-05-20,816,Malaria,211.29131441407068,28.846915475198838
Blantyre,2024-05-27,914,Malaria,105.24068090015685,27.088433221297784
Blantyre,2024-06-03,1040,Malaria,239.21177816434977,29.40436742596063
Blantyre,2024-06-10,543,Malaria,179.84688577769168,30.229280072264952
Blantyre,2024-06-17,294,Malaria,154.0162656888471,34.66596880378004
Blantyre,2024-06-24,1250,Malaria,70.41943965515499,34.97149004802919
Blantyre,2024-07-01,286,Malaria,155.41785140226952,16.23112971303427
Blantyre,2024-07-08,1170,Malaria,182.5115392814326,24.817351141969027
Blantyre,2024-07-15,473,Malaria,195.5874021007623,33.2109224774818
Blantyre,2024-07-22,162,Malaria,92.00692091942722,19.08942210892156
Blantyre,2024-07-29,629,Malaria,153.83684057661713,27.667322198931963
Blantyre,2024-08-05,1122,Malaria,232.22582262320427,32.07524292375785
Blantyre,2024-08-12,1174,Malaria,97.80176192607881,15.949970680019964
Blantyre,2024-08-19,1198,Malaria,200.06295525688031,21.41417141498694
Blantyre,2024-08-26,1044,Malaria,109.79983326975409,33.74071321140019
Blantyre,2024-09-02,526,Malaria,95.23309711259381,15.331304574265836
Blantyre,2024-09-09,173,Malaria,214.4383260858812,31.5730904640113
Blantyre,2024-09-16,555,Malaria,165.08814272170002,32.43590718401862
Blantyre,2024-09-23,1249,Malaria,90.821174842707,22.366932535890896
Blantyre,2024-09-30,172,Malaria,162.21105417105267,23.30309328236104
Blantyre,2024-10-07,231,Malaria,95.35871841569559,31.1168847646568
Blantyre,2024-10-14,1045,Malaria,24.884951719948255,27.103480549259466
Blantyre,2024-10-21,487,Malaria,213.24666334390872,30.568609873521105
Blantyre,2024-10-28,1211,Malaria,176.9108103669046,15.29892802324545
Blantyre,2024-11-04,1340,Malaria,214.18863488774824,25.483698164554255
Blantyre,2024-11-11,575,Malaria,141.49599276404953,24.61669183766491
Blantyre,2024-11-18,348,Malaria,154.4801813878328,33.27816893509481
Blantyre,2024-11-25,573,Malaria,130.5561041724343,23.425499068569103
Blantyre,2024-12-02,139,Malaria,98.38206341805234,23.579691906348668
Blantyre,2024-12-09,1467,Malaria,134.32173393331334,24.68171208450651
Blantyre,2024-12-16,958,Malaria,135.7430799280123,25.85595060027064
Blantyre,2024-12-23,332,Malaria,9.011446728478894,29.655468702199343
Blantyre,2024-12-30,307,Malaria,108.54640640855509,30.50555440691332
Blantyre,2025-01-06,1468,Malaria,232.73940289486592,25.510870154402664
Blantyre,2025-01-13,1049,Malaria,214.62752467623073,23.99177948725233
Blantyre,2025-01-20,1327,Malaria,94.31273516237418,29.60128915009946
Blantyre,2025-01-27,1124,Malaria,171.906477186938,22.157782655633284
Blantyre,2025-02-03,108,Malaria,12.725874407676585,28.80311177320913
Blantyre,2025-02-10,1041,Malaria,118.94582330395984,17.00061191926634
Blantyre,2025-02-17,976,Malaria,217.8052474676186,33.061309140640205
Blantyre,2025-02-24,645,Malaria,38.10397717183214,30.353768847738714
Blantyre,2025-03-03,187,Malaria,182.39976456870116,30.157043924361457
Blantyre,2025-03-10,1390,Malaria,83.9352232874497,18.749617541776303
Blantyre,2025-03-17,1237,Malaria,219.07927021928023,17.4009834514925
Blantyre,2025-03-24,1347,Malaria,124.24846572271252,28.14649391311674
Blantyre,2025-03-31,128,Malaria,202.4185984874821,33.65054066052812
Blantyre,2025-04-07,1423,Malaria,87.40445216937489,27.953779547920337
Blantyre,2025-04-14,222,Malaria,93.2061382718107,33.04856267583939
Blantyre,2025-04-21,165,Malaria,235.72177224425113,23.894307539329596
Blantyre,2025-04-28,1117,Malaria,239.68232144807098,21.145481386238302
Blantyre,2025-05-05,597,Malaria,74.08466871515206,34.4562494977125
Blantyre,2025-05-12,1356,Malaria,213.49861996708594,24.747976590115606
Blantyre,2025-05-19,660,Malaria,216.55485295096406,21.49895404738426
Blantyre,2025-05-26,129,Malaria,218.41878648169583,16.990623241200645
Blantyre,2025-06-02,607,Malaria,74.5059733980773,28.556238750674652
Blantyre,2025-06-09,1302,Malaria,87.96321794909687,23.355106754935477
Blantyre,2025-06-16,423,Malaria,154.96994590789578,17.217631659568067
Blantyre,2025-06-23,993,Malaria,114.56520903060724,29.48567028772809
Blantyre,2025-06-30,620,Malaria,30.17181330517146,26.882951143747015
Blantyre,2025-07-07,584,Malaria,72.50714426015442,16.61663191125772
Blantyre,2025-07-14,309,Malaria,25.06487764493809,27.74821488040164
Blantyre,2025-07-21,1010,Malaria,52.52193271736355,15.61781361555333
Blantyre,2025-07-28,1180,Malaria,48.1966271162752,33.06734401575869
Blantyre,2025-08-04,674,Malaria,186.90459648427102,25.756197109349255
Blantyre,2025-08-11,125,Malaria,112.33473583919462,21.3626518916839
Blantyre,2025-08-18,1294,Malaria,209.8420664524036,26.820745965910444
Blantyre,2025-08-25,1211,Malaria,156.06836964694176,33.11468495496485
Blantyre,2025-09-01,907,Malaria,119.33288123835578,34.41793702435952
Blantyre,2025-09-08,1471,Malaria,172.20772296113967,31.042804825950565
Blantyre,2025-09-15,709,Malaria,77.70995565933436,17.26942699917413
Blantyre,2025-09-22,576,Malaria,18.673004793685223,34.92839238536397
Blantyre,2025-09-29,272,Malaria,8.85685557557045,19.462113030263737
Blantyre,2025-10-06,414,Malaria,231.04941552780468,31.99069722076946
Blantyre,2025-10-13,473,Malaria,116.7623885841298,18.052091861223087
Blantyre,2024-01-01,126,Cholera,72.3713241243542,20.21824240097086
Blantyre,2024-01-08,60,Cholera,71.90600976854905,32.9896835102796
Blantyre,2024-01-15,632,Cholera,150.5413872670417,29.60083116541351
Blantyre,2024-01-22,233,Cholera,171.82192536356965,24.145800095593852
Blantyre,2024-01-29,611,Cholera,124.3070582240938,19.416358080119526
Blantyre,2024-02-05,112,Cholera,131.76080749227188,32.622717492372026
Blantyre,2024-02-12,498,Cholera,5.336934380130637,19.5485104657665
Blantyre,2024-02-19,666,Cholera,230.9958108700429,15.836106992899444
Blantyre,2024-02-26,202,Cholera,173.93832523477855,24.30809438442666
Blantyre,2024-03-04,548,Cholera,53.94727838491456,25.633234268111455
Blantyre,2024-03-11,488,Cholera,216.7293608811659,21.404904692702583
Blantyre,2024-03-18,314,Cholera,171.5386596628783,27.228002830722367
